name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_mod,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_start_up,ramp_limit_shut_down
119,eGon2035,26,77083,power_to_H2,0.0,True,inf,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,0.07431353005731525,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
120,eGon2035,26,77094,central_heat_pump,21.025189399169577,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,21.025189399169577,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
121,eGon2035,26,77094,central_resistive_heater,14.981228856642936,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,14.981228856642936,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
122,eGon2035,27,41538,dsm,29.963045469503996,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,29.963045469503996,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
123,eGon2035,27,48695,power_to_H2,0.0,True,inf,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,0.07421821972415821,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
124,eGon2035,27,51953,central_heat_pump,10.218407663213135,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,10.218407663213135,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
125,eGon2035,27,51953,central_resistive_heater,13.034396069864691,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,13.034396069864691,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
126,eGon2035,27,52064,rural_heat_pump,308.3560074162237,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,308.3560074162237,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
127,eGon2035,27,70797,BEV_charger,615.6571774482727,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,615.6571774482727,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
128,eGon2035,27,77083,power_to_H2,0.0,True,13.0,461.22415334238485,0.0,,0.7,0.0,0.0,0.0,0.39622835051508587,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,
129,eGon2035,27,77105,central_heat_pump,8.070675194000028,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,8.070675194000028,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,
